avg_cpu,avg_mem,avg_assigned_mem,avg_cycles_per_instruction
0.5340521290745248,0.3338975100409136,0.5983620164208395,164.25873886636154
0.5296526569128635,0.3375592718140872,0.6011841658669135,162.90567235107417
0.4973129465271326,0.3334102426942293,0.5858074771318955,159.54140919188987
0.4999831055508498,0.3314992296104028,0.5929845171890381,159.4606136269697
0.5088179425750939,0.3404683928066772,0.5972007538265497,158.89063153744954
0.4994901060767067,0.3355567278757245,0.5976563836618406,156.4170883626285
0.5124401221729302,0.3349525445452349,0.5992501953736483,157.4108321254279
0.5202021642954027,0.335254763286095,0.5919284689597399,155.1982740074132
0.4904256786144264,0.3351162799000567,0.5913883851801873,154.59761005858124
0.4887656857045558,0.3346153167508864,0.5926852186969538,155.0269695690775
0.4918633441405142,0.3303178322809912,0.588589199099532,156.4194011282947
0.4888796288371566,0.3260119496757571,0.583858346434703,157.57134300615982
0.4796000298994987,0.324221378641818,0.582290209189542,157.23884597420707
0.4802451623028027,0.3335437250927779,0.5915666300101398,158.23162051453411
0.485783758331239,0.3347628462609203,0.5935200792380739,157.25200330335775
0.4827083211142489,0.3333968102695578,0.5945891199235107,158.89206320371648
0.4673639228818471,0.3309599810355582,0.5952431744626212,158.92931856995267
0.4729729006179618,0.3282755356432402,0.5965858402444257,158.43966123659396
0.4529897936554554,0.3211133123401909,0.5952569762142348,156.3470771951479
0.4567693731470341,0.3215374365156486,0.6045531254751592,157.5490585265225
0.4526995225491996,0.320814843775296,0.6063074000585935,162.3738262113938
0.4467885175112112,0.3150019993910081,0.6028015251757178,164.18323497546046
0.4509382609686744,0.3111997510486591,0.5894640403956241,164.32119496607376
0.4472163907874396,0.3120479068686268,0.5891987677024001,163.95662722881852
0.4415544896129666,0.3113779107955922,0.587895657494359,164.5395281184978
0.4344915860208189,0.3071588810882203,0.5833348693506277,161.76656988868123
0.4386739268159356,0.3119808449019638,0.5866804908600346,159.83830456869492
0.4476199048238631,0.3141722992438446,0.594854063673461,159.46996557833248
0.4439283179693636,0.3152770432541303,0.5959893625087147,160.58459778151618
0.4523042075705783,0.3198536518048815,0.6070729916031706,159.33239780228757
0.4282892978199856,0.3076899737747181,0.5750448249046278,152.4397388289667
0.4434641442520045,0.3127996787683465,0.5837099594833208,154.75558712701965
0.4706200439819396,0.3172137188271243,0.5844721629233546,154.73571066748457
0.4709990473662672,0.3207474596816612,0.5850802918000393,156.68799160412647
0.4706735278262259,0.3225174600075078,0.5846546041567792,156.06108949239643
0.4845031738863276,0.3224300996246652,0.5835211317023384,156.15024412049064
0.5125730497259172,0.3270142922601743,0.5844304644798362,158.68465531404092
0.517265060330898,0.3312502736757186,0.5820100704950127,160.73985793827396
0.4973464773164696,0.3284801280992021,0.5755707960310166,159.13871170832346
0.4856051903946723,0.3271609569127001,0.5738030853597419,160.36113113878645
0.480603831972506,0.3260497306788031,0.5749988858538765,161.91199057429665
0.4908012995591869,0.3257695734258384,0.5772357593230659,163.39360010585435
0.4954786262830359,0.3299842941945319,0.5780288633823006,164.10835513499387
0.4959674636167265,0.3321746065909527,0.5766455210545286,163.4936567341934
